review,hotel#general,hotel#prices,hotel#design&features,hotel#cleanliness,hotel#comfort,hotel#quality,hotel#miscellaneous,rooms#general,rooms#prices,rooms#design&features,rooms#cleanliness,rooms#comfort,rooms#quality,rooms#miscellaneous,room_amenities#general,room_amenities#prices,room_amenities#design&features,room_amenities#cleanliness,room_amenities#comfort,room_amenities#quality,room_amenities#miscellaneous,facilities#general,facilities#prices,facilities#design&features,facilities#cleanliness,facilities#comfort,facilities#quality,facilities#miscellaneous,service#general,location#general,food&drinks#prices,food&drinks#quality,food&drinks#style&options,food&drinks#miscellaneous
"Bạn Mai Quyên phục vụ tại nhà hàng Landmark 81 rất hài lòng. Mình lần đầu đến đây được tư vấn rất nhiệt tình. Món ăn phục vụ ngon. Từ món khai vị đến món tráng miệng đều ok. Về món phở thì cá nhân mình không ưng lắm, hơi nhạt và chưa đậm vị phở. Thịt bò mềm",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Món ăn ngon miệng, trình bày đẹp mặt, món lên nhanh, giữ được độ nóng. Không gian yên tĩnh, nhạc nhẹ nhàng. Nhân viên Trúc, Châu, Hải take care bàn mình rất tốt, thân thiện, sẽ giới thiệu bạn bè và gia đình quay lại lần sau. Highly recommended mọi người",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Tốt , quán view đẹp , phục vụ tốt .hôm mình đi bason có tiệc nên đóng sảnh sau.khách sạn hơi khó tìm một xí.và có bạn bellman dũng nhiệt tình hỗ trợ giúp đỡ mình những nơi chụp ảnh.mình có dịp sẽ quay lai",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"Nhân viên tận tình. Phòng ốc rộng rãi thoáng mát, đầy đủ tiện nghi. Phòng ngay góc tuy nắng nhưng view phòng đẹp, chỉnh nhiệt độ máy lạnh cao thì phòng ốc mát mẻ bình thường. Đồ ăn sáng ngon miệng và đầy đủ.",0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"lần thứ ba đến với Renaissance để tham gia training nhân viên ở đây tạo cho tôi sự gần gũi mọi người luôn thân thiện, nhiệt tình và luôn hỗ trợ khi tôi cần đến sự giúp đỡ của các bạn nhân viên. Cảm ơn Thanh, Yến Nhi, Tính, Âu, Trâm, Vinh,MY và Phương rất nhiều.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Đây là lần thứ 2 tôi ghé sử dụng bufffet tại nhà hàng mermaid. Tôi khá hài lòng với sự trải nghiệm này. Món ăn khá ngon, vô vàng món. Nhân viên Phương Thảo phục vụ tôi lại vô cùng chu đáo, nhiệt tình, vui vẻ. Đây là sự trải nghiệm khá hài lòng cho sự cảm nhận thứ 2 này",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
"Tốt, nhiệt tình, thân thiện, trang trí đẹp, nhân viên thân thiện, nhiệt tình hỗ trợ khách hàng.sảnh tiệc đủ rộng và sạch sẽ cho hội nghi.sự kiện mình diễn ra tốt đẹp như mong đợi.bạn Dũng- bellman nhiệt tình giữ đồ và hỗ trợ mình lên sự kiện",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Nhân viên nhiệt tình, thân thiện, chăm sóc gia đình tôi rất chu đáo. Phòng sạch sẽ và rộng rãi hơn những khách sạn tôi từng ở những lần trước ở cùng khu vực quận 1. Bữa sáng rất ngon và phong phú. Nhân viên nhà hàng rất chu đáo và vui vẻ, pha cà phê rất ngon.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Thái độ nhân viên tốt, thân thiệnKhách sạn sạch đẹp, mớiPhong cảnh tầng cao đẹp, thoáng đãng.Khách sạn có nhiều tiện ích, có thể thư giãn và nghỉ ngơi cùng gia đình.Sẽ quay lại lần sau nếu có cơ hội.!!!",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Các bạn phục vụ rất tận tâm và nhiệt tình, lại còn thân thiện, ngoài ra còn cực kì hỗ trợ cho mình về tất cả mọi việc, mình nhờ các bạn việc gì cũng hoàn thành rất tốt. Đặc biệt là các bạn như bạn Thanh, bạn Tính, bạn Nhật, bạn Nhi, bạn Trâm, bạn Vinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Khách sạn tuyệt vời với những nhân viên chuyên nghiệp. Tôi và chồng đã ở đây trên lầu 2021 thật đầy tiện nghi . Khách sạn có bữa ăn sáng đúng chuẩn 5sao.Nhân viên niềm nở giúp đỡ khách nhất là Ngân tiền sảnh và Phong Bv . Tôi sẽ quay về đây thường xuyên,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Tôm rang muối, tôm hùm sốt phô mai đều rất ngon. Hải sản đều tươi ngon.buffet đa dạng từ món Âu đến Á , chất lượng đều đồng đều.Nên thử hết các món tráng miệng, thanh ngọt vừa miệng. . Nhân viên dễ thương và nhiệt tình",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Nhà hàng chuẩn 5 sao , món ăn rất ngon , nhân viên tiếp đãi lịch sự, chúng tôi ở khách sạn 2 tuần các bạn nhân vieeen chào đón rất nhiệt tình nhất là bạn phúc , Mai , Hân rất vui vẻ , chu đáo. Chúng tôi có trải nghiệm rất tốt",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Lần đầu tiên tôi tham gia chươnh trình Gathering with water polo, chương trình rất vui nhộn, nước uống và trái cây. Tôi sẽ quay lại lần nữa.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dịch vụ tốt,đồ ăn ngon,view đẹpNhân viên thân thiện, Hồ bơi rộng ,dàiCó nhiều dịch vụ tiện ích như:trung tâm mua sắm, ăn uống,khu vui chơi giải trí cạnh bênSẽ quay lại khi có dịp,cảm ơn đội ngũ nhân viênHẹn gặp lại",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"Mọi chi tiết của phòng chúng tôi yêu thích :) Đó là chuyến đi đầu tiên của chúng tôi đến TP HCM. Ngay từ giây phút đầu tiên chúng tôi vào khách sạn, vợ tôi và tôi đã rất vui từ đồ uống chào đón. Phòng được trang trí đẹp mắt. Chúng tôi rất khuyến khích",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dịch vụ tốt. Nhân viên thân thiện và hỗ trợ nhiệt tình. Địa điểm đáng tin cậy để lưu trú. Dọn phòng sạch sẽ. Tiện nghi đầy đủ. Hành lan lầu 20 chiều tối 29.07 bị nặng mùi khó chịu. một lần nhân viên dọn phòng quên ko xếp lại mềm giường khi thấy ""save our planet"" cần lưu ý",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"Một nơi rất chuyện nghiệp và vô cùng hiện đại, tất cả các nhân viên đều rất thân thiện, đặc biệt là bạn Hân và Tuấn Gro đã hỗ trợ rất nhiệt tình, nếu có cơ hội sẽ quay trở lại nhiều nhiều lần, see you next time",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"đồ ăn rất hợp khẩu vị, phục vụ tốt,khung cảnh đẹp và mát mẻ. Không gian rất hợp với bữa tiệc, rất vui tươi và mới mẻ. Ánh sáng đẹp chụp hình đẹp. hôm nay là một trải nghiệm tuyệt vời của tôi ở khách sạn. bầu không khí rất tuyệt tạo cảm giác thân mật gia đình ấm cúng",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Nhà hàng phục vụ món ăn ngon và hấp dẫm, đồ ăn tươi sống và vô cùng ngon miệng, nhân viên dễ thương, nhiệt tình và thân thiện vô cùng. trải nghiệm bữa ăn thật ngon cùng bạn nhân viên như Hương, Cường, Vỹ, Khánh, Tiến, Nal, Tường Vi và Tú, chúng tôi cảm ơn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Trải nghiệm tuyệt vời, view đẹp, nhân viên nhiệt tình vui vẻ, sẽ ghé lại lần nữa, đồ ăn ngon, có thể ngắm cảnh sài gòn vào ban đem tuyệt đẹp, vì ghé vào mùa dịch nên không được trải nghiệm spa của khách sạn",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"không gian ksan đẹp nha, siêu đúng gu tui. bạn Phúc take care cho tui từ a-z nữa, bạn siêu siêu nhiệt tình luôn ấy ạ. Không có gì để chê luôn nhe, nếu có đi sg nữa chắc tui cũng chọn mỗi ksan này thui nhe",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mình có nghỉ một đêm tại Mia Sai Gon. Cảm giác hoàn toàn bị thuyết phục ngAy khi đặt chân tới đây bởi lối kiến trúc và decor quá đẹp. Hơn nữa, nội thất trong phòng rất đầy đủ, chỉnh chu, phục vụ rất tốt.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Một buổi chiều thoải mái cùng gia đình, thưởng thức trà ngon, các loại bánh ngọt đa dạng. Nhân viên Vy, Linh, Nhi phục vụ tận tình, vui vẻ và thân thiện. Không gian đẹp mát mẻ và ngắm đường phố rất vui",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Tôi cảm thấy hài lòngĐồ ăn ngon Dịch vu tốtKhông gian đẹpPhù hợp cho các sự kiện và gia đìnhTôi nghĩ sẽ đến tronh lần sau và giới thiệu cho bạn bè đến……………Nhân viên phục vụTính - Thanh - Phương - My - Vinh - Trăm,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Nhân viên phục vụ tương đối nhiệt tình, các món ăn cũng được tuy nhiên chưa nhiều lắm, không có nhiều lựa chọn. Không biết các bữa khác thế nào nhưng tôi đến check in vào chủ nhật nên hơi đông. Tuy vậy, các bạn ở đây khá nhiệt tình, phòng sạch sẽ, đầy đủ tiện nghi. Chuyến công tác của tôi thành công, cảm ơn các bạn, sẽ ghé lần sau",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
"Không gian quán rất đẹp và ấm cúng, nội thất rất đẹp và sang trọng. chất lượng món ăn tươi ngon, nên nếm vừa phải. không gian và âm nhạc phù hợp. chất lượng phục vụ chu đáo, cám ơn các bạn Hiếu, Linh, Sơn và nhà hàng đã mang lại trải nghiệm tuyệt vời cho tôi và gia đình vào dịp lễ.",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Chăm soc khach hàng tốt. Bạn Tú rất nhiệt tình , thoai mái , tiện nghi ... tuỵet vời ! Bữa sáng ngon và đẹp mắt. Phòng Suite to và đủ tiện nghi. Tuy chưa có nhiều thời gian đe trải nghiệm nhưng dịch vụ khá tốt. Sẽ quay lại khi có dịp",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
"Khách sạn đẹp, chỉn chu đầy đủ mọi tiện ích, sẽ quay lại vào kỳ nghỉ tiếp theo, nhân viên thân thiện, nhiệt tình.Trang thiết bị và bày trí phòng hiện đại, sạch sẽ.",1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hôm nay tôi đi ăn với gia đình và bạn bè ở nhà hàng 5 sao đẳng cấp , không gian sang trọng, phục vụ quá tuyệt vời. Các bạn nhân viên rất xinh đẹp và dễ mến, cảm ơn vì các bạn đã chăm sóc chu đáo cho gia đình chúng tôi. Đặc biệt là bạn Vân, Trực, Nhất",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tất cả mọi dịch vụ mình đều rất hài lòng! Đồ ăn vừa miệng đặc biệt là cà phê ở đây rất ngon, nhân viên thân thiện, phòng có view thoáng và đẹp. Chỉ có 1 điểm chưa thật hài lòng đó là chiếc gối đối với mình nằm k dc thoải mái lắm.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Khách sạn rất tốt, gần trung tâm, đi lại thuận tiện.lễ Tân phúc vụ rất chu đáo và dễ thương ạ ,bữa sáng rất ngon miệng và đa dạng,cho 5 sao luôn nha.  Sẽ quay lai trong những chuyến đi trong tương lai😍",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Mình và bạn mình đã đến và sử dụng gym và bơi ở krách sạn  , tất cả mọi thứ từ trang thiết bị , phong cách phục vụ thì khỏi phải chê vào đâu mọi thứ đều tuyêt, nhưng mình hơi thất vọng với các bạn phục vụ và bartender ở hồ bơi 1 tí :( các bạn không được tận tình và chu đáo lắm cho mấy nhưng về tổng qát mọi thứ đều tuyệt",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
"khách sạn có dịch vụ tốt từ reception tới nhân viên hồ bơi. khách sạn có view đẹp có thể nhìn được Landmark từ hồ bơi. đồ ăn ngon. phòng có view đẹp, sạch sẽ, thoáng mát. khách sạn ở gần trung tâm, đi lại dể dàng.",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Hoàn hảo khi đi du lịch với những đứa trẻ lớn lên. Căn hộ 3 phòng ngủ hoàn hảo. Nhân viên rất hữu ích, không có gì quá nhiều rắc rối cho họ.Sherwood vị trí tốt. . thuận tiện cho các địa điểm trung tâm thành phố.Rất khuyến khích. . .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ks Niko Q1 HCM có sảnh đón khách thật rộng, đẹp. Nhân viên lịch sự, phòng ốc đẹp. Có sân vườn cho trẻ em chơi. Đặc biệt thức ăn ở đây rất ngon. Buffet sáng ở đây thì ôi thôi nhiều lắm.... nếu có dịp gia đình tôi sẽ ghé lại.",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"Gia đình của chúng tôi đã có trãi nghiệm rát tuyệt vời cho kì nghỉ hè của con chnúg tại khách sạn New World, ăn trưa ở nhà hàng Patkview với món phở và heo quay bánh hỏi rất ngon , cám ơn các em đã phục vụ rất tốt, đặc biệt cám ơn anh Tiến quản lý và các bạn nhân viên Vy, mỹ , tiên.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Thức ăn ngon và tươi nhất là tôm hùm nướng phô mai , mình đã nghe nói đến nhà hàng Mermaid này nhưng hôm nay mới có cơ hội đến và thử. Những main course khác cũng khá ngon khuyên mọi người nên thử . Phục vụ nhanh nhẹn năng động nhất là bạn Kiên , bạn Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Nhân viên cực kì thân thiện ân cần,chu đáo đặc biệt là bạn nhân viên Cẩm Túcheck in nhanh gọn.Phòng ốc mới và đẹp. Decor nhìn rất sang trọngBữa sáng phong phú và ngo Rất thích. Chắc chắn sẽ ghé lại",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Chất lượng phòng và chất lượng dịch vụ của LM81 luôn tuyệt vời. Nhân viên luôn nhiệt tình và chuyên nghiệp, sẵn sàng hỗ trợ khách hàng. Cảm ơn khách sạn đã cho chúng tôi 1 kỳ nghỉ với các trải nghiệm tuyệt vời. Cảm ơn Mr. Bình và Mr. Hưng đã rất chu đáo và tận tâm.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Món ăn ngon nhiều món ăn ko hết luôn, quầy line được sắp xếp rất hợp lý. Trái cây tươi ngon, nhân viên nhiệt tình nhất là bạn Phúc, bạn Vy. Nhà hàng tầng 25 có view rất đẹp, Có dịp sẽ đưa gia đình quay lai dùng",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Thái độ phục vụ nhân viên tốt. Không gian thoải mái. Đồ uống pha chế vừa miệng, trình bày đẹp. Giá cả phù hợp với chất lượng và không gian sang trọng. Vị trí quán thuận tiện, có thể ngồi ngắm cảnh và trò chuyện thoải mái.",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Hôm nay tôi tham gia sự kiện Bắc Sơn ngày 30/7, tôi cảm thấy hài lòng, dịch vụ chăm sóc chu đáo nhiệt tình. Cảm ơn đội ngũ hỗ trợ Mr Phong, Mr Nhân, Mr Triết, Ms Hoa. Sẽ tiếp tục sử dụng dịch vụ lần sau",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mọi thứ rất oke thoải mái và tiện nghi kể cả bảo vệ, sạch sẽ đủ nhu cầu, nhân viên chuyện nghiệp dù 2-3g sáng các bạn luôn nở nụ cừoi đón chào và mọi thứ đều được refill liên tục, các bạn hơn nhân viên new world nhiều",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lần đầu trải nghiệm các hoạt động tại fitness center của KS, các bạn nhân viên cực kỳ dễ thương. Sau gần nửa năm gặp lại mà vẫn nhớ mặt mình. Luôn hỗ trợ hết mình. Các hoạt động của hồ bơi giúp kết nối mọi người rất vui vẻ và sảng khoái!Chắc chắn sẽ quay lại!Cảm ơn các bạn rất nhiều!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Khách Sạn phòng ốc Ok, đồ ăn ngon, nhân viên nhiệt tình dễ thương, đặc biệt là Xuân và Lan Club lounge. Lần sau sẽ quay lại nếu có dịp. Cảm ơn!",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Buffe nơi đây đa dạng món, hải sản tươi ngon, vừa miệng. Nước uống gồm nhiều loại cho tôi nhiều lựa chọn. Nhân viên phục vụ nhiệt tình chu đáo đặc biệt là Phương Thảo và Hân…. Tôi sẽ ghé nữa tại nhà hàng này",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"1/1/2022, đánh dấu nhân ngày sinh nhật, tôi đã chọn Grand cho ngày đặc biệt ấy. Đầu tiên, phòng khá rộng và sạch. Có tầm nhìn ra trung tâm, khá thoáng và mát mẻ. Hồ bơi nằm ở lầu 1 khá yên tĩnh, hoà vào thiên nhiên vì ở đây mảng xanh được chú trọng rất nhiều. Ăn sáng ấn tượng nhất là khi dùng trà và tách cà phê, vị cà phê rất rất ngon, đậm đà chuẩn vị. Ngay trung tâm nên đi chơi cũng rất tiện.",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
Khách sạn gây ấn tượng với thiết kế hiện đại tối giản nhưng tinh tế. Phòng nghỉ sạch sẽ tiện nghi phù hợp với các doanh nhân và những người đi du lịch. Nhân viên thân thiện phục vụ rất tận tình và niềm nở. Một điểm cộng rất lớn đó chính là vị trí thuận tiện tại trung tâm quận 1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Vị giác được nâng tầm với hương vị từ nguyên liệu quen thuộc. Phở-chọc-trời thần thánh 😍Các món ăn được chế biến tỉ mỉ, tinh tế. Rất hài lòng! Ly cocktail “Phở 81” nồng vị tuyệt vời.Hmm muốn trở lại 😝",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hôm nay tôi có dịp dùng buffet tại đây để gặp bạn bè. Khá hài lòng với view cực đẹp, cực sang trọng, không khí nhẹ nhàng thoáng mát. Nhân viên tại đây phục vụ nhiệt tình, cực kì ấn tượng bạn Phương Thảo, vì bạn tư vấn nhiệt tình, luôn hỗ trợ tôi khi dùng món",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Các bạn phục vụ trong khách sạn thật tuyệt vời. Nay tôi có trải nghiệm rất tốt với cách phục vụ của các bạn :""Eddy, Khanh, My, Ngọc, Thảo, Nun và Như"", cảm ơn các bạn vì tất cả. Hy vọng các bạn luôn giữ nhiệt huyết này, vui vẽ và khỏe mạnh. Cảm ơn các bạn rất rất rất nhiều. 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gia đình tôi rất thích ở  La vala saigon hotel . Khách sạn thật sự rất đẵng cấp sang trọng , phòng rất đẹp và sang trọng mang lại cảm giác thoải mái và hài lòng cho gia đình tôi , Khách Sạn có Hồ Bơi vô cực thật sự rất rất đẹp ❤️❤️😁😁😁😁😁😁😁😁😁😁😁❤️",1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Không gian khách sạn rộng rãi, sang trọng theo phong cách phương Tây , mát mẻ, đẹp đẽ, sạch sẽ. Nhân viên nhiệt tình, phục vụ chu đáo, nghiêm túc với công việcEmployee name: Vy, Thanh, Yến Nhi, Tính, Trâm, Nhật, My",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Thức ăn đa dạng được chăm chút kĩ lưỡng, bày trí bắt mắt, có giá trị dinh dưỡng cao. Hải sản tươi, chế biến hợp khẩu vị, phục vụ món nhanh. Không gian sang trọng và thoải mái. Nhân viên thân thiện, phục vụ ân cần.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Khách sạn ở khu vực dễ tìm, sảnh chờ trang trí đẹp mắt, có anh Tuấn thân thiện, nhiệt tình phục vụ. Cơ sở vật chất hiện đại, sạch sẽ, tiện nghi. Trải nghiệm, hồ bơi với khung cảnh rất đẹp, lần sau sẽ giới thiệu gia đình, bạn bè đến để trải nghiệm dịch vụ này.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"Phòng ở sạch sẽ, đầy đủ các tiện nghi, bữa sáng khá ngon, nhân viên đón tiếp dễ thương nhiệt tình, ngoài ra vị trí của khách sạn cũng khá trung tâm, di chuyển đến các địa điểm rất thuận tiện. nói chung là không có gì để chê ở khách sạn này.  sẽ vẫn chọn khách sạn này khi có dịp quay lại sài gòn 💙",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Khá ấn tượng với sảnh khách sạn luôn đông khách và bận rộn. Menu room ở phòng có nhiều sự lựa chọn món về khuya, nếu bạn không đi ra khỏi khách sạn. Nhân viên khá chu đáo để phục vụ món tại phòng. Phòng nhỏ nhưng gọn đẹp và đầy đủ nội thất.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
GoodKoko excellent khách sạn tốt dịch vụ tốt nâhn viên hỗ trợ nhiệt tình mọi thứ đều tuyệt vờiGoodKoko excellent khách sạn tốt dịch vụ tốt nâhn viên hỗ trợ nhiệt tình mọi thứ đều tuyệt vờiGoodKoko excellent khách sạn tốt dịch vụ tốt nâhn viên hỗ trợ nhiệt tình mọi thứ đều tuyệt vời,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rất cảm lưn cho những thông tin hữu ích mà khách sạn đã đem lại cho tôi trong chuyến tham quan vừa qua tại hồ chí minh, xin hẹn gặp lại một dịp gần nhất!Và mong nhận được nhiều ưu đãi khuyến mãi hơn nữa từ khách sạn",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ưu điểm. Tốt Wi - Fi. Yên tĩnh. Nước nóng.Nhược điểm Rất già. Thảm phủ bẩn và nhuộm màu. Đồ nội thất đã rất cũ và cần cập nhật. Rất đắt đỏ. Các cô gái ở Quầy tiếp tân cần phải làm việc một cách lịch sự hơn với khách.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"Khách sạn rộng không gian thoải mái, món ăn ngon, nhân viên phục vụ rất nhiệt tình thân thiện, nhất là các bạn Phúc,Vũ,Nhung rất vui vẻ , tôi sẽ quay lại lần nữa nếu có dịp tôi sẽ giới thiệu cho bạn bè mình tới dùng bữa",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Vì phúc tốt rất hai lòng nhan viên tốt, đặt biệt quan ly yen rất than thiet nhiệt tình, do an  that uon tốt , trang trí rất đẹp phố việt nam rất ngon , cà phê cũng rất ngon bánh ngọt rất ngon , Nga hàng  rất dep",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
